#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	species 
WED42514.1	AVR58_13810	6.99e-34	285	31.228	79	1065	WED42514.1 hypothetical protein PXX05_11390 	L. cardiaca
WED42514.1	AVR58_13810	3.21e-10	240	23.750	79	1065	WED42514.1 hypothetical protein PXX05_11390 	L. cardiaca
SNV54277.1	AVR58_13810	5.29e-33	333	29.129	81	985	SNV54277.1 Uncharacterised protein 	L. lansingensis
SNV54277.1	AVR58_13810	2.23e-08	539	20.779	81	985	SNV54277.1 Uncharacterised protein 	L. lansingensis
CEK11782.1	AVR58_13810	7.77e-33	330	30.606	82	1023	CEK11782.1 protein of unknown function 	L. hackeliae
CEK11782.1	AVR58_13810	2.37e-14	232	26.293	82	1023	CEK11782.1 protein of unknown function 	L. hackeliae
KTC85097.1	AVR58_13810	1.36e-32	367	26.975	85	1020	KTC85097.1 hypothetical protein Lbru_0893 	L. brunensis
KTC85097.1	AVR58_13810	2.29e-10	225	27.111	85	1020	KTC85097.1 hypothetical protein Lbru_0893 	L. brunensis
ASQ45034.1	AVR58_13810	1.98e-32	329	28.875	87	1024	ASQ45034.1 hypothetical protein clem_02360 	L. clemsonensis
ASQ45034.1	AVR58_13810	2.49e-14	599	22.371	87	1024	ASQ45034.1 hypothetical protein clem_02360 	L. clemsonensis
SFL80053.1	AVR58_13810	1.02e-30	296	28.716	80	1077	SFL80053.1 hypothetical protein SAMN02746073_2028 	L. jamestowniensis DSM 19215
SFL80053.1	AVR58_13810	7.06e-12	239	28.033	80	1077	SFL80053.1 hypothetical protein SAMN02746073_2028 	L. jamestowniensis DSM 19215
SFL80053.1	AVR58_13810	0.007	260	23.462	80	1077	SFL80053.1 hypothetical protein SAMN02746073_2028 	L. jamestowniensis DSM 19215
VEH13545.1	AVR58_13810	1.60e-28	293	29.010	77	1000	VEH13545.1 Uncharacterised protein 	L. jordanis
VEH13545.1	AVR58_13810	1.47e-08	221	24.434	77	1000	VEH13545.1 Uncharacterised protein 	L. jordanis
CEE13676.1	AVR58_13810	1.48e-26	338	27.219	89	989	CEE13676.1 hypothetical protein BN1094_02232 	L. massiliensis
CEE13676.1	AVR58_13810	4.39e-16	594	23.401	89	989	CEE13676.1 hypothetical protein BN1094_02232 	L. massiliensis
VEG91852.1	AVR58_13810	2.79e-25	323	27.245	76	933	VEG91852.1 Uncharacterised protein 	L. spiritensis
VEG91852.1	AVR58_13810	4.92e-16	465	21.290	76	933	VEG91852.1 Uncharacterised protein 	L. spiritensis
KTC66498.1	AVR58_13810	3.94e-25	362	26.243	91	947	KTC66498.1 hypothetical protein Lade_1156 	L. adelaidensis
KTC66498.1	AVR58_13810	3.23e-13	599	20.701	91	947	KTC66498.1 hypothetical protein Lade_1156 	L. adelaidensis
CEE12270.1	AVR58_13810	1.94e-21	312	27.564	46	807	CEE12270.1 Ankyrin repeats (3 copies) 	L. massiliensis
KTD48096.1	AVR58_13810	3.60e-20	314	25.796	84	1266	KTD48096.1 hypothetical protein Lqui_2103 	L. quinlivanii
KTD48096.1	AVR58_13810	6.99e-10	530	24.717	84	1266	KTD48096.1 hypothetical protein Lqui_2103 	L. quinlivanii
KTC97551.1	AVR58_13810	1.07e-18	589	23.430	92	932	KTC97551.1 hypothetical protein Lery_1390 	L. erythra
KTC97551.1	AVR58_13810	1.54e-15	321	25.234	92	932	KTC97551.1 hypothetical protein Lery_1390 	L. erythra
STY27215.1	AVR58_13810	7.78e-18	487	22.587	78	933	STY27215.1 Uncharacterised protein 	L. taurinensis
STY27215.1	AVR58_13810	1.73e-16	306	25.490	78	933	STY27215.1 Uncharacterised protein 	L. taurinensis
STX32865.1	AVR58_13810	3.22e-17	327	24.159	84	937	STX32865.1 Uncharacterised protein 	L. birminghamensis
STX32865.1	AVR58_13810	1.22e-07	251	25.498	84	937	STX32865.1 Uncharacterised protein 	L. birminghamensis
STX29892.1	AVR58_13810	1.13e-14	274	25.547	79	1165	STX29892.1 Uncharacterised protein 	L. beliardensis
STX29892.1	AVR58_13810	1.01e-13	547	22.303	79	1165	STX29892.1 Uncharacterised protein 	L. beliardensis
STX52588.1	AVR58_13810	1.21e-11	281	26.335	42	1152	STX52588.1 Uncharacterised protein 	L. busanensis
AOU50288.1	AVR58_13860	0.0	488	100.000	100	488	AOU50288.1 hypothetical protein A9E85_13885 	L. pneumophila
KGP64367.1	AVR58_13860	0.0	489	68.507	100	486	KGP64367.1 hypothetical protein EP47_00565 	L. norrlandica
MBL7481842.1	AVR58_13860	0.0	490	59.796	100	490	MBL7481842.1 hypothetical protein IZU94_17905 	L. sp. 27fs60
STY19254.1	AVR58_13860	0.0	492	60.366	100	496	STY19254.1 Uncharacterised protein 	L. quateirensis
KTD62322.1	AVR58_13860	0.0	493	57.606	99	487	KTD62322.1 hypothetical protein Lsha_1022 	L. shakespearei DSM 23087
STX63953.1	AVR58_13860	0.0	501	57.086	100	490	STX63953.1 Uncharacterised protein 	L. moravica
MCL9683902.1	AVR58_13860	0.0	489	55.828	99	493	MCL9683902.1 hypothetical protein LOX96_07340 	L. sp. HCPI-6
STY32428.1	AVR58_13860	9.79e-179	491	55.193	99	482	STY32428.1 Uncharacterised protein 	L. worsleiensis
CEG58753.1	AVR58_13860	2.83e-173	489	53.170	99	491	CEG58753.1 conserved protein of unknown function 	L. fallonii LLAP-10
SNV13173.1	AVR58_13860	1.92e-161	490	50.000	99	489	SNV13173.1 Uncharacterised protein 	L. waltersii
EHL29375.1	AVR58_13860	2.03e-153	499	47.695	99	476	EHL29375.1 hypothetical protein LDG_8814 	L. drancourtii LLAP12
KTD70932.1	AVR58_13860	5.15e-149	491	48.065	99	482	KTD70932.1 hypothetical protein Lste_0510 	L. steelei
USQ13467.1	AVR58_13860	8.65e-139	487	45.175	99	472	USQ13467.1 hypothetical protein J2N86_12390 	L. lytica
STY24331.1	AVR58_13860	4.65e-129	338	55.325	69	366	STY24331.1 Uncharacterised protein 	L. steigerwaltii
STO32613.1	AVR58_13860	2.10e-116	355	49.577	73	359	STO32613.1 Uncharacterised protein 	L. bozemanae
AWN72646.1	AVR58_13860	6.05e-114	341	48.974	70	360	AWN72646.1 hypothetical protein DLD14_01625 	L. anisa
RUR23487.1	AVR58_13860	7.33e-111	327	49.235	67	365	RUR23487.1 hypothetical protein ELY20_07740 	L. qingyii
BCA96858.1	AVR58_13860	4.82e-108	222	67.117	45	246	BCA96858.1 hypothetical protein TUM19329_32190 	L. antarctica
STX71759.1	AVR58_13860	1.83e-106	345	46.667	70	359	STX71759.1 Uncharacterised protein 	L. parisiensis
RUR09900.1	AVR58_13860	2.78e-98	491	40.122	98	488	RUR09900.1 hypothetical protein ELY14_06800 	L. septentrionalis
KTD43549.1	AVR58_13860	2.54e-95	484	39.669	97	486	KTD43549.1 hypothetical protein Loak_0525 	L. oakridgensis
QDP71138.1	AVR58_13860	4.21e-95	489	38.650	99	488	QDP71138.1 hypothetical protein FOG18_00325 	L. israelensis
SNV45963.1	AVR58_13860	5.23e-91	477	37.945	97	482	SNV45963.1 Uncharacterised protein 	L. lansingensis
WED42520.1	AVR58_13860	1.82e-88	476	38.025	96	486	WED42520.1 hypothetical protein PXX05_11445 	L. cardiaca
CEK09562.1	AVR58_13860	4.87e-86	475	36.632	96	486	CEK09562.1 conserved protein of unknown function 	L. hackeliae
STX94095.1	AVR58_13860	5.63e-86	488	37.705	98	485	STX94095.1 Uncharacterised protein 	L. londiniensis
VEG92002.1	AVR58_13860	1.66e-85	487	35.729	98	484	VEG92002.1 Uncharacterised protein 	L. spiritensis
ASQ47123.1	AVR58_13860	3.76e-84	475	36.000	96	486	ASQ47123.1 hypothetical protein clem_12950 	L. clemsonensis
SFM05559.1	AVR58_13860	8.03e-81	483	35.197	97	486	SFM05559.1 hypothetical protein SAMN02746073_0157 	L. jamestowniensis DSM 19215
KTC77819.1	AVR58_13860	1.30e-80	476	36.555	97	486	KTC77819.1 hypothetical protein Lbru_2712 	L. brunensis
VEH11538.1	AVR58_13860	2.09e-73	485	34.227	99	484	VEH11538.1 Uncharacterised protein 	L. jordanis
STX27836.1	AVR58_13860	1.94e-72	477	36.688	96	482	STX27836.1 Uncharacterised protein 	L. beliardensis
STY27222.1	AVR58_13860	8.43e-71	489	32.924	97	489	STY27222.1 Uncharacterised protein 	L. taurinensis
KTD00039.1	AVR58_13860	7.98e-70	493	32.454	97	488	KTD00039.1 hypothetical protein Lery_0147 	L. erythra
STX50348.1	AVR58_13860	1.03e-68	481	35.967	96	485	STX50348.1 Uncharacterised protein 	L. busanensis
STX32952.1	AVR58_13860	9.56e-68	501	32.335	99	487	STX32952.1 Uncharacterised protein 	L. birminghamensis
KTD49689.1	AVR58_13860	3.01e-64	341	37.537	69	485	KTD49689.1 hypothetical protein Lqui_1900 	L. quinlivanii
STY28073.1	AVR58_13860	5.03e-60	340	35.294	69	381	STY28073.1 Uncharacterised protein 	L. wadsworthii
BCA96859.1	AVR58_13860	5.08e-59	266	43.609	54	271	BCA96859.1 hypothetical protein TUM19329_32200 	L. antarctica
AOU50291.1	AVR58_13875	1.25e-179	238	100.000	100	238	AOU50291.1 RNA-binding protein 	L. pneumophila
MBL7481836.1	AVR58_13875	1.05e-49	223	40.359	93	230	MBL7481836.1 RNA-binding protein 	L. sp. 27fs60
SNV11456.1	AVR58_13875	1.06e-48	230	40.435	95	237	SNV11456.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. waltersii
STY19259.1	AVR58_13875	6.12e-43	221	36.652	92	226	STY19259.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. quateirensis
CEG58760.1	AVR58_13875	8.19e-43	215	39.070	89	235	CEG58760.1 conserved protein of unknown function 	L. fallonii LLAP-10
MCL9683894.1	AVR58_13875	2.54e-42	219	37.443	92	245	MCL9683894.1 hypothetical protein LOX96_07300 	L. sp. HCPI-6
VEG89906.1	AVR58_13875	6.06e-41	226	37.168	92	235	VEG89906.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. spiritensis
BCA96896.1	AVR58_13875	7.34e-39	232	37.069	96	245	BCA96896.1 hypothetical protein TUM19329_32570 	L. antarctica
QDP73019.1	AVR58_13875	1.28e-36	237	36.709	98	232	QDP73019.1 hypothetical protein FOG18_10810 	L. israelensis
STY25897.1	AVR58_13875	5.49e-36	169	40.237	71	251	STY25897.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. taurinensis
STX41199.1	AVR58_13875	8.70e-36	217	35.023	91	240	STX41199.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. donaldsonii
STX39233.1	AVR58_13875	6.39e-34	217	34.562	91	232	STX39233.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. feeleii
KTD51926.1	AVR58_13875	7.18e-34	212	32.075	89	229	KTD51926.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. quinlivanii
STX50014.1	AVR58_13875	3.43e-33	234	35.043	96	270	STX50014.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. busanensis
KTC94518.1	AVR58_13875	1.03e-32	165	38.182	69	245	KTC94518.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. erythra
SFM03352.1	AVR58_13875	1.18e-31	222	33.784	92	240	SFM03352.1 hypothetical protein SAMN02746073_0043 	L. jamestowniensis DSM 19215
WED42839.1	AVR58_13875	4.81e-30	187	34.225	78	290	WED42839.1 hypothetical protein PXX05_13190 	L. cardiaca
VEH13231.1	AVR58_13875	1.15e-29	160	37.500	66	235	VEH13231.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. jordanis
CEK10024.1	AVR58_13875	4.71e-29	232	30.603	95	238	CEK10024.1 protein of unknown function 	L. hackeliae
SNV43413.1	AVR58_13875	1.13e-28	153	39.216	64	243	SNV43413.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. lansingensis
SFL62317.1	AVR58_13875	3.54e-28	153	35.948	64	235	SFL62317.1 hypothetical protein SAMN02746073_1116 	L. jamestowniensis DSM 19215
WED42108.1	AVR58_13875	7.88e-28	153	35.948	64	241	WED42108.1 hypothetical protein PXX05_09215 	L. cardiaca
KTC81608.1	AVR58_13875	8.29e-28	228	29.825	94	249	KTC81608.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. brunensis
ASQ47419.1	AVR58_13875	2.84e-27	238	29.832	97	244	ASQ47419.1 hypothetical protein clem_14465 	L. clemsonensis
KGP62680.1	AVR58_13875	2.95e-26	145	39.310	60	227	KGP62680.1 hypothetical protein EP47_02520 	L. norrlandica
KTD56549.1	AVR58_13875	5.56e-22	146	39.041	60	233	KTD56549.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. santicrucis
CEK09216.1	AVR58_13875	1.47e-15	129	34.884	53	187	CEK09216.1 protein of unknown function 	L. hackeliae
CBJ12822.1	AVR58_13875	7.99e-15	231	25.541	92	250	CBJ12822.1 hypothetical protein LLO_2403 	L. longbeachae NSW150
KTD69983.1	AVR58_13875	1.27e-13	147	33.333	60	247	KTD69983.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. santicrucis
STY22408.1	AVR58_13875	4.39e-13	222	28.378	84	241	STY22408.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. steigerwaltii
STX34527.1	AVR58_13875	7.20e-13	147	33.333	60	244	STX34527.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. cincinnatiensis
RUR24060.1	AVR58_13875	1.17e-12	216	27.778	80	247	RUR24060.1 hypothetical protein ELY20_05710 	L. qingyii
AUH73611.1	AVR58_13875	2.06e-12	147	31.973	60	250	AUH73611.1 hypothetical protein CAB17_17320 	L. sainthelensi
STX45651.1	AVR58_13875	2.79e-12	146	33.562	59	246	STX45651.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. gratiana
KTD69102.1	AVR58_13875	5.58e-12	225	30.222	84	241	KTD69102.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. steelei
STO34633.1	AVR58_13875	1.57e-11	226	25.664	85	239	STO34633.1 Uncharacterised protein 	L. bozemanae
STX77024.1	AVR58_13875	3.31e-11	225	24.889	85	239	STX77024.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. parisiensis
AWN74918.1	AVR58_13875	6.81e-10	225	24.444	86	240	AWN74918.1 hypothetical protein DLD14_14340 	L. anisa
STX72249.1	AVR58_13875	1.25e-07	158	29.747	63	231	STX72249.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. parisiensis
STX46133.1	AVR58_13875	1.27e-06	155	31.613	60	364	STX46133.1 RNA binding protein (contains ribosomal protein S1 domain) 	L. gratiana
AOU48289.1	AVR58_03160	0.0	6420	100.000	100	6420	AOU48289.1 hypothetical protein A9E85_03175 	L. pneumophila
SNV49160.1	AVR58_03160	0.0	3517	48.251	81	4312	SNV49160.1 structural toxin protein RtxA 	L. lansingensis
SNV49160.1	AVR58_03160	0.0	3206	50.593	81	4312	SNV49160.1 structural toxin protein RtxA 	L. lansingensis
SNV49160.1	AVR58_03160	0.0	3236	49.567	81	4312	SNV49160.1 structural toxin protein RtxA 	L. lansingensis
WED44575.1	AVR58_03160	0.0	5838	29.959	90	6481	WED44575.1 DUF5801 repeats-in-toxin domain-containing protein 	L. cardiaca
WED44575.1	AVR58_03160	2.93e-93	5360	26.698	90	6481	WED44575.1 DUF5801 repeats-in-toxin domain-containing protein 	L. cardiaca
CEK11135.1	AVR58_03160	0.0	2877	36.218	44	3840	CEK11135.1 protein of unknown function 	L. hackeliae
AOU50330.1	AVR58_14080	0.0	437	100.000	100	437	AOU50330.1 hypothetical protein A9E85_14105 	L. pneumophila
KGP64327.1	AVR58_14080	2.02e-176	425	66.118	97	422	KGP64327.1 hypothetical protein EP47_00320 	L. norrlandica
STY19305.1	AVR58_14080	1.16e-130	429	47.786	97	420	STY19305.1 coiled-coil protein 	L. quateirensis
KTD59151.1	AVR58_14080	3.51e-129	431	48.724	98	416	KTD59151.1 coiled-coil protein 	L. shakespearei DSM 23087
MBL7481795.1	AVR58_14080	2.60e-128	436	46.789	98	420	MBL7481795.1 hypothetical protein IZU94_17660 	L. sp. 27fs60
MCL9683792.1	AVR58_14080	1.95e-122	399	51.128	91	418	MCL9683792.1 hypothetical protein LOX96_06780 	L. sp. HCPI-6
STX63996.1	AVR58_14080	3.61e-121	408	47.304	92	420	STX63996.1 coiled-coil protein 	L. moravica
CEG58841.1	AVR58_14080	1.19e-113	399	45.614	91	423	CEG58841.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
STY32388.1	AVR58_14080	2.65e-105	431	43.619	96	420	STY32388.1 coiled-coil protein 	L. worsleiensis
AWN72679.1	AVR58_14080	3.51e-101	393	47.074	90	416	AWN72679.1 hypothetical protein DLD14_01825 	L. anisa
STO32577.1	AVR58_14080	1.10e-99	393	47.074	90	417	STO32577.1 Uncharacterised protein 	L. bozemanae
STY24369.1	AVR58_14080	1.50e-99	392	45.663	90	412	STY24369.1 coiled-coil protein 	L. steigerwaltii
RUR23452.1	AVR58_14080	2.19e-98	392	45.408	90	414	RUR23452.1 hypothetical protein ELY20_07545 	L. qingyii
STX71723.1	AVR58_14080	6.83e-97	419	43.914	95	416	STX71723.1 coiled-coil protein 	L. parisiensis
KTD69693.1	AVR58_14080	4.50e-95	392	44.643	90	411	KTD69693.1 coiled-coil protein 	L. steelei
EHL29329.1	AVR58_14080	1.43e-92	363	43.251	83	389	EHL29329.1 hypothetical protein LDG_8765 	L. drancourtii LLAP12
CBJ10595.1	AVR58_14080	9.05e-92	365	45.205	83	410	CBJ10595.1 putative coiled-coil protein 	L. longbeachae NSW150
KTD65388.1	AVR58_14080	2.81e-91	393	44.529	90	409	KTD65388.1 coiled-coil protein 	L. santicrucis
STX33689.1	AVR58_14080	2.87e-91	393	43.766	90	409	STX33689.1 coiled-coil protein 	L. cincinnatiensis
STX41377.1	AVR58_14080	2.73e-88	368	45.109	84	411	STX41377.1 coiled-coil protein 	L. gratiana
AUH73924.1	AVR58_14080	3.86e-86	297	49.158	68	312	AUH73924.1 hypothetical protein CAB17_05400 	L. sainthelensi
STY28037.1	AVR58_14080	2.64e-85	382	42.408	87	415	STY28037.1 coiled-coil protein 	L. wadsworthii
SNV13494.1	AVR58_14080	8.60e-85	394	38.325	90	419	SNV13494.1 coiled-coil protein 	L. waltersii
WED43130.1	AVR58_14080	1.76e-78	326	42.331	71	431	WED43130.1 hypothetical protein PXX05_14715 	L. cardiaca
KTC76887.1	AVR58_14080	9.56e-75	310	44.194	70	455	KTC76887.1 coiled-coil protein 	L. brunensis
STX52781.1	AVR58_14080	7.10e-74	328	37.805	75	471	STX52781.1 coiled-coil protein 	L. busanensis
KTD71460.1	AVR58_14080	1.34e-72	310	41.290	71	440	KTD71460.1 coiled-coil protein 	L. steelei
STY31038.1	AVR58_14080	1.45e-72	337	40.653	75	492	STY31038.1 coiled-coil protein 	L. wadsworthii
STX30103.1	AVR58_14080	2.23e-72	318	38.365	73	473	STX30103.1 coiled-coil protein 	L. beliardensis
AUH71711.1	AVR58_14080	3.15e-72	381	37.008	84	436	AUH71711.1 hypothetical protein CAB17_06260 	L. sainthelensi
STX92350.1	AVR58_14080	1.88e-71	306	39.216	70	389	STX92350.1 coiled-coil protein 	L. londiniensis
USQ13502.1	AVR58_14080	2.50e-71	393	36.641	90	406	USQ13502.1 hypothetical protein J2N86_12580 	L. lytica
STX46217.1	AVR58_14080	3.49e-71	353	38.244	78	425	STX46217.1 coiled-coil protein 	L. gratiana
SFM00928.1	AVR58_14080	4.40e-71	330	43.636	71	450	SFM00928.1 hypothetical protein SAMN02746073_3023 	L. jamestowniensis DSM 19215
VEG91426.1	AVR58_14080	9.66e-71	342	38.304	77	424	VEG91426.1 coiled-coil protein 	L. spiritensis
KTD39535.1	AVR58_14080	1.82e-70	385	42.338	88	415	KTD39535.1 coiled-coil protein 	L. oakridgensis
ASQ44839.1	AVR58_14080	2.21e-70	332	41.265	73	462	ASQ44839.1 hypothetical protein clem_01365 	L. clemsonensis
QDP71215.1	AVR58_14080	6.94e-70	321	39.252	73	439	QDP71215.1 hypothetical protein FOG18_00750 	L. israelensis
STY21759.1	AVR58_14080	5.31e-68	318	40.881	72	432	STY21759.1 coiled-coil protein 	L. steigerwaltii
STY24931.1	AVR58_14080	5.32e-68	315	38.413	72	577	STY24931.1 coiled-coil protein 	L. taurinensis
KTC94446.1	AVR58_14080	9.16e-68	331	37.160	76	589	KTC94446.1 coiled-coil protein 	L. erythra
STX77654.1	AVR58_14080	1.28e-65	322	40.683	73	465	STX77654.1 coiled-coil protein 	L. parisiensis
RUR11241.1	AVR58_14080	1.45e-65	371	38.275	82	421	RUR11241.1 hypothetical protein ELY14_02560 	L. septentrionalis
STO35249.1	AVR58_14080	1.90e-65	323	41.176	73	457	STO35249.1 Uncharacterised protein 	L. bozemanae
KTD66617.1	AVR58_14080	7.13e-65	319	39.185	72	433	KTD66617.1 coiled-coil protein 	L. santicrucis
AWN75560.1	AVR58_14080	9.00e-65	298	42.282	67	453	AWN75560.1 hypothetical protein DLD14_17915 	L. anisa
CEE11690.1	AVR58_14080	1.96e-64	321	38.629	72	868	CEE11690.1 hypothetical protein BN1094_00214 	L. massiliensis
CEE11690.1	AVR58_14080	3.12e-58	305	36.393	72	868	CEE11690.1 hypothetical protein BN1094_00214 	L. massiliensis
KTC64580.1	AVR58_14080	3.60e-64	360	36.944	80	410	KTC64580.1 coiled-coil protein 	L. adelaidensis
STX33839.1	AVR58_14080	2.07e-63	323	39.009	72	436	STX33839.1 coiled-coil protein 	L. cincinnatiensis
CBJ10762.1	AVR58_14080	2.47e-63	320	39.062	71	435	CBJ10762.1 hypothetical protein LLO_0431 	L. longbeachae NSW150
VEH13794.1	AVR58_14080	5.22e-63	314	38.535	69	437	VEH13794.1 coiled-coil protein 	L. jordanis
SNV55826.1	AVR58_14080	1.76e-62	278	39.928	63	417	SNV55826.1 coiled-coil protein 	L. lansingensis
STX37080.1	AVR58_14080	4.65e-61	342	35.965	78	421	STX37080.1 coiled-coil protein 	L. feeleii
STX40489.1	AVR58_14080	4.23e-59	348	35.057	79	421	STX40489.1 coiled-coil protein 	L. donaldsonii
CEK12002.1	AVR58_14080	7.11e-57	274	39.781	62	488	CEK12002.1 conserved membrane protein of unknown function 	L. hackeliae
RUR23667.1	AVR58_14080	6.66e-54	391	34.271	86	466	RUR23667.1 hypothetical protein ELY20_06570 	L. qingyii
MCL9685144.1	AVR58_14080	2.91e-52	307	38.111	70	429	MCL9685144.1 hypothetical protein LOX96_13640 	L. sp. HCPI-6
KTD52301.1	AVR58_14080	2.89e-44	328	31.098	73	419	KTD52301.1 coiled-coil protein 	L. quinlivanii
STX30564.1	AVR58_14080	9.34e-44	345	29.275	79	390	STX30564.1 coiled-coil protein 	L. birminghamensis
QBS12524.1	AVR58_14080	4.54e-14	286	25.524	63	427	QBS12524.1 hypothetical protein E4T54_07030 	L. geestiana
AOU50332.1	AVR58_14090	0.0	460	100.000	100	460	AOU50332.1 hypothetical protein A9E85_14115 	L. pneumophila
KGP64325.1	AVR58_14090	0.0	454	61.013	98	457	KGP64325.1 hypothetical protein EP47_00310 	L. norrlandica
BCA96956.1	AVR58_14090	2.63e-115	457	41.138	98	453	BCA96956.1 hypothetical protein TUM19329_33170 	L. antarctica
MCL9683788.1	AVR58_14090	2.20e-109	472	42.585	98	457	MCL9683788.1 hypothetical protein LOX96_06760 	L. sp. HCPI-6
MBL7481793.1	AVR58_14090	3.14e-108	354	47.458	77	483	MBL7481793.1 hypothetical protein IZU94_17650 	L. sp. 27fs60
STY19307.1	AVR58_14090	4.31e-108	377	45.623	81	485	STY19307.1 coiled-coil protein 	L. quateirensis
CEG58845.1	AVR58_14090	4.46e-107	415	43.133	89	446	CEG58845.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
STX63998.1	AVR58_14090	6.16e-101	358	44.134	77	511	STX63998.1 coiled-coil protein 	L. moravica
STY32386.1	AVR58_14090	3.02e-93	437	36.613	94	494	STY32386.1 coiled-coil protein 	L. worsleiensis
SNV13519.1	AVR58_14090	1.74e-82	349	40.401	75	398	SNV13519.1 coiled-coil protein 	L. waltersii
EHL29324.1	AVR58_14090	2.04e-78	356	39.888	77	455	EHL29324.1 hypothetical protein LDG_8759 	L. drancourtii LLAP12
USQ13505.1	AVR58_14090	6.45e-72	348	37.356	74	462	USQ13505.1 hypothetical protein J2N86_12595 	L. lytica
STO32574.1	AVR58_14090	2.95e-70	358	36.313	77	411	STO32574.1 Uncharacterised protein 	L. bozemanae
STX33095.1	AVR58_14090	8.03e-69	373	37.265	80	532	STX33095.1 coiled-coil protein 	L. birminghamensis
AWN75680.1	AVR58_14090	1.12e-64	354	35.593	76	404	AWN75680.1 hypothetical protein DLD14_01840 	L. anisa
KTD51824.1	AVR58_14090	2.15e-60	357	37.535	76	538	KTD51824.1 coiled-coil protein 	L. quinlivanii
