#sallacc	qacc	evalue	length	pident	qcovs	qcovhsp	salltitles	    species
VEG91694.1	AVR58_14460	7.74e-25	577	21.490	93	93	VEG91694.1 Uncharacterised protein 	L. spiritensis
KTC98612.1	AVR58_14460	2.73e-22	501	24.351	83	83	KTC98612.1 hypothetical protein Lery_0776 	L. erythra
STY24761.1	AVR58_14460	3.02e-20	469	24.733	80	80	STY24761.1 Uncharacterised protein 	L. taurinensis
QBS12424.1	AVR58_14460	1.03e-19	311	27.331	50	50	QBS12424.1 hypothetical protein E4T54_06500 	L. geestiana
# BLASTP 2.14.0+
# Query: AVR58_14485
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 34 hits found
AOU50409.1	AVR58_14485	1.74e-179	245	100.000	100	100	AOU50409.1 hypothetical protein A9E85_14510 	L. pneumophila
KGP64049.1	AVR58_14485	4.86e-92	243	65.021	99	99	KGP64049.1 hypothetical protein EP47_03765 	L. norrlandica
STY19389.1	AVR58_14485	2.88e-50	248	41.935	96	96	STY19389.1 Uncharacterised protein 	L. quateirensis
MBL7481704.1	AVR58_14485	6.76e-49	244	43.033	92	92	MBL7481704.1 hypothetical protein IZU94_17205 	L. sp. 27fs60
STX64077.1	AVR58_14485	3.53e-48	257	41.634	97	97	STX64077.1 Uncharacterised protein 	L. moravica
BCA97046.1	AVR58_14485	4.26e-45	233	43.777	93	93	BCA97046.1 hypothetical protein TUM19329_34070 	L. antarctica
STX41079.1	AVR58_14485	1.32e-44	181	49.171	74	74	STX41079.1 transmembrane protein 	L. gratiana
CEG58944.1	AVR58_14485	2.40e-43	253	39.526	98	98	CEG58944.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
MCL9682986.1	AVR58_14485	2.57e-43	219	42.009	89	89	MCL9682986.1 hypothetical protein LOX96_02665 	L. sp. HCPI-6
RUR23386.1	AVR58_14485	5.52e-42	180	45.556	71	71	RUR23386.1 hypothetical protein ELY20_07190 	L. qingyii
STO32513.1	AVR58_14485	9.04e-40	206	40.777	82	82	STO32513.1 Uncharacterised protein 	L. bozemanae
USQ13925.1	AVR58_14485	1.79e-38	227	34.802	91	91	USQ13925.1 hypothetical protein J2N86_00820 	L. lytica
STX71656.1	AVR58_14485	1.73e-37	183	43.716	73	73	STX71656.1 transmembrane protein 	L. parisiensis
STY32299.1	AVR58_14485	2.10e-37	257	38.132	98	98	STY32299.1 Uncharacterised protein 	L. worsleiensis
AWN72740.1	AVR58_14485	6.09e-37	273	35.897	99	99	AWN72740.1 hypothetical protein DLD14_02165 	L. anisa
KTD57527.1	AVR58_14485	2.20e-36	193	41.969	74	74	KTD57527.1 hypothetical protein Lsha_2368 	L. shakespearei DSM 23087
AUH71503.1	AVR58_14485	1.42e-35	153	54.248	62	62	AUH71503.1 hypothetical protein CAB17_05035 	L. sainthelensi
STX33616.1	AVR58_14485	9.74e-35	155	51.613	63	63	STX33616.1 transmembrane protein 	L. cincinnatiensis
STY27973.1	AVR58_14485	1.14e-32	256	37.500	99	99	STY27973.1 transmembrane protein 	L. wadsworthii
KTD67483.1	AVR58_14485	3.42e-32	153	53.595	62	62	KTD67483.1 transmembrane protein 	L. santicrucis
CBJ10525.1	AVR58_14485	2.10e-29	181	43.646	74	74	CBJ10525.1 hypothetical protein LLO_0197 	L. longbeachae NSW150
SNV14129.1	AVR58_14485	4.59e-25	255	41.569	99	99	SNV14129.1 Uncharacterised protein 	L. waltersii
KTD69612.1	AVR58_14485	1.41e-24	208	39.904	85	85	KTD69612.1 transmembrane protein 	L. steelei
STY21586.1	AVR58_14485	7.02e-24	175	40.571	69	69	STY21586.1 transmembrane protein 	L. steigerwaltii
EHL29239.1	AVR58_14485	2.21e-11	164	33.537	65	65	EHL29239.1 hypothetical protein LDG_8673 	L. drancourtii LLAP12
USQ13158.1	AVR58_14485	1.40e-08	106	36.792	42	42	USQ13158.1 hypothetical protein J2N86_10720 	L. lytica
STX36846.1	AVR58_14485	1.09e-05	114	32.456	44	44	STX36846.1 transmembrane protein 	L. cincinnatiensis
KTD53579.1	AVR58_14485	1.14e-05	135	29.630	49	49	KTD53579.1 transmembrane protein 	L. santicrucis
CBJ13905.1	AVR58_14485	3.74e-04	101	30.693	40	40	CBJ13905.1 putative transmembrane protein 	L. longbeachae NSW150
STX44575.1	AVR58_14485	7.40e-04	106	31.132	39	39	STX44575.1 transmembrane protein 	L. gratiana
STX30210.1	AVR58_14485	7.96e-04	185	27.027	67	67	STX30210.1 Uncharacterised protein 	L. beliardensis
SUO99446.1	AVR58_14485	0.002	162	23.457	58	58	SUO99446.1 Uncharacterised protein 	L. maceachernii
VEH11250.1	AVR58_14485	0.003	178	26.966	70	70	VEH11250.1 Uncharacterised protein 	L. jordanis
CEG59479.1	AVR58_14485	0.008	143	30.769	51	51	CEG59479.1 membrane protein of unknown function 	L. micdadei
# BLASTP 2.14.0+
# Query: AVR58_14490
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 19 hits found
AOU50410.1	AVR58_14490	1.41e-133	180	100.000	100	100	AOU50410.1 hypothetical protein A9E85_14515 	L. pneumophila
KGP64048.1	AVR58_14490	4.66e-58	135	65.926	74	74	KGP64048.1 hypothetical protein EP47_03760 	L. norrlandica
STX64078.1	AVR58_14490	6.48e-38	142	43.662	79	79	STX64078.1 Uncharacterised protein 	L. moravica
STY19390.1	AVR58_14490	1.96e-33	132	43.939	73	73	STY19390.1 Uncharacterised protein 	L. quateirensis
MBL7481703.1	AVR58_14490	2.65e-33	132	44.697	73	73	MBL7481703.1 hypothetical protein IZU94_17200 	L. sp. 27fs60
BCA97047.1	AVR58_14490	3.04e-32	148	39.865	82	82	BCA97047.1 hypothetical protein TUM19329_34080 	L. antarctica
SNV14136.1	AVR58_14490	1.08e-31	178	40.449	95	95	SNV14136.1 Uncharacterised protein 	L. waltersii
KTD57528.1	AVR58_14490	4.59e-30	173	39.884	96	96	KTD57528.1 hypothetical protein Lsha_2369 	L. shakespearei DSM 23087
CEG58945.1	AVR58_14490	1.01e-28	154	36.364	86	86	CEG58945.1 membrane protein of unknown function 	L. fallonii LLAP-10
MCL9682987.1	AVR58_14490	1.87e-27	153	41.176	85	85	MCL9682987.1 hypothetical protein LOX96_02670 	L. sp. HCPI-6
VEH11250.1	AVR58_14490	2.51e-05	121	29.752	65	65	VEH11250.1 Uncharacterised protein 	L. jordanis
CEK09292.1	AVR58_14490	9.24e-05	45	46.667	25	25	CEK09292.1 membrane protein of unknown function 	L. hackeliae
KTC86934.1	AVR58_14490	1.03e-04	45	42.222	25	25	KTC86934.1 hypothetical protein Lbru_0163 	L. brunensis
SFL62908.1	AVR58_14490	3.35e-04	47	42.553	26	26	SFL62908.1 hypothetical protein SAMN02746073_1158 	L. jamestowniensis DSM 19215
KTD52055.1	AVR58_14490	0.002	58	37.931	32	32	KTD52055.1 hypothetical protein Lqui_0899 	L. quinlivanii
STX52896.1	AVR58_14490	0.003	57	38.596	31	31	STX52896.1 Uncharacterised protein 	L. busanensis
STX30210.1	AVR58_14490	0.006	83	33.735	46	46	STX30210.1 Uncharacterised protein 	L. beliardensis
STX30233.1	AVR58_14490	0.009	49	36.735	26	26	STX30233.1 ATP synthase subunit I 	L. beliardensis
STX40397.1	AVR58_14490	0.010	42	40.476	23	23	STX40397.1 Uncharacterised protein 	L. donaldsonii
# BLASTP 2.14.0+
# Query: AVR58_14505
# Database: /Users/julieinnabi/Desktop/all_legionella_web/db/blast/all_legionella_web
# Fields: subject accs., query acc., evalue, alignment length, % identity, % query coverage per subject, % query coverage per hsp, subject titles
# 170 hits found
AOU50412.1	AVR58_14505	0.0	637	100.000	100	100	AOU50412.1 hypothetical protein A9E85_14530 	L. pneumophila
KTD57532.1	AVR58_14505	0.0	607	62.438	94	94	KTD57532.1 hypothetical protein Lsha_2373 	L. shakespearei DSM 23087
CEG58948.1	AVR58_14505	0.0	599	60.768	94	94	CEG58948.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
STX64081.1	AVR58_14505	0.0	628	58.599	98	98	STX64081.1 Uncharacterised protein 	L. moravica
STY19393.1	AVR58_14505	0.0	600	60.167	94	94	STY19393.1 coiled-coil protein 	L. quateirensis
MBL7481699.1	AVR58_14505	0.0	600	60.333	94	94	MBL7481699.1 hypothetical protein IZU94_17180 	L. sp. 27fs60
STY32297.1	AVR58_14505	0.0	599	55.927	94	94	STY32297.1 Uncharacterised protein 	L. worsleiensis
MCL9682991.1	AVR58_14505	0.0	658	51.824	94	94	MCL9682991.1 hypothetical protein LOX96_02690 	L. sp. HCPI-6
BCA97051.1	AVR58_14505	0.0	662	49.094	94	94	BCA97051.1 hypothetical protein TUM19329_34120 	L. antarctica
EHL29242.1	AVR58_14505	0.0	603	54.561	94	94	EHL29242.1 hypothetical protein LDG_8676 	L. drancourtii LLAP12
KTD67486.1	AVR58_14505	0.0	579	51.986	88	88	KTD67486.1 putative secreted esterase 	L. santicrucis
AUH71507.1	AVR58_14505	0.0	578	50.346	89	89	AUH71507.1 hypothetical protein CAB17_05055 	L. sainthelensi
STX41118.1	AVR58_14505	0.0	576	51.215	88	88	STX41118.1 putative secreted esterase 	L. gratiana
USQ13927.1	AVR58_14505	0.0	602	50.166	93	93	USQ13927.1 hypothetical protein J2N86_00830 	L. lytica
STX33619.1	AVR58_14505	0.0	593	50.084	90	90	STX33619.1 putative secreted esterase 	L. cincinnatiensis
CBJ10528.1	AVR58_14505	0.0	582	50.515	89	89	CBJ10528.1 hypothetical protein LLO_0200 	L. longbeachae NSW150
STY21589.1	AVR58_14505	0.0	581	47.849	88	88	STY21589.1 Uncharacterised protein 	L. steigerwaltii
RUR23389.1	AVR58_14505	0.0	553	51.175	85	85	RUR23389.1 hypothetical protein ELY20_07205 	L. qingyii
STY27976.1	AVR58_14505	0.0	608	45.888	90	90	STY27976.1 Uncharacterised protein 	L. wadsworthii
EHL32651.1	AVR58_14505	8.40e-180	663	44.344	93	93	EHL32651.1 hypothetical protein LDG_5243 	L. drancourtii LLAP12
STX71659.1	AVR58_14505	6.72e-174	569	49.033	88	88	STX71659.1 Uncharacterised protein 	L. parisiensis
KTD69615.1	AVR58_14505	9.38e-173	599	47.579	92	92	KTD69615.1 hypothetical protein Lste_2773 	L. steelei
AWN72737.1	AVR58_14505	1.16e-170	569	48.506	89	89	AWN72737.1 hypothetical protein DLD14_02150 	L. anisa
STO32517.1	AVR58_14505	4.71e-165	578	48.097	89	89	STO32517.1 Uncharacterised protein 	L. bozemanae
QDP71696.1	AVR58_14505	2.20e-142	559	42.397	87	87	QDP71696.1 hypothetical protein FOG18_03470 	L. israelensis
SNV14157.1	AVR58_14505	1.85e-125	361	53.463	93	56	SNV14157.1 Uncharacterised protein 	L. waltersii
SNV14157.1	AVR58_14505	3.98e-76	280	46.071	93	44	SNV14157.1 Uncharacterised protein 	L. waltersii
KTD38386.1	AVR58_14505	5.55e-123	640	34.844	96	96	KTD38386.1 coiled-coil protein 	L. oakridgensis
KTC64845.1	AVR58_14505	1.11e-114	571	37.303	88	88	KTC64845.1 hypothetical protein Lade_2139 	L. adelaidensis
KTC86932.1	AVR58_14505	5.61e-114	679	35.052	95	95	KTC86932.1 hypothetical protein Lbru_0161 	L. brunensis
STX33225.1	AVR58_14505	1.42e-113	515	37.864	78	78	STX33225.1 Uncharacterised protein 	L. birminghamensis
KTD52052.1	AVR58_14505	1.49e-113	524	37.595	80	80	KTD52052.1 hypothetical protein Lqui_0896 	L. quinlivanii
STX94236.1	AVR58_14505	3.43e-108	589	34.295	87	87	STX94236.1 Uncharacterised protein 	L. londiniensis
SFL62878.1	AVR58_14505	2.55e-104	600	36.000	83	83	SFL62878.1 hypothetical protein SAMN02746073_1156 	L. jamestowniensis DSM 19215
RUR11513.1	AVR58_14505	5.87e-101	641	34.321	94	94	RUR11513.1 hypothetical protein ELY14_01840 	L. septentrionalis
SUO99442.1	AVR58_14505	6.02e-101	544	36.397	83	83	SUO99442.1 Uncharacterised protein 	L. maceachernii
ASQ47382.1	AVR58_14505	1.62e-96	619	34.410	84	84	ASQ47382.1 hypothetical protein clem_14280 	L. clemsonensis
CEG59476.1	AVR58_14505	1.39e-93	544	33.824	83	83	CEG59476.1 membrane protein of unknown function 	L. micdadei
STY24754.1	AVR58_14505	1.51e-92	638	33.699	87	87	STY24754.1 Uncharacterised protein 	L. taurinensis
VEH11248.1	AVR58_14505	1.53e-92	587	35.945	81	81	VEH11248.1 Uncharacterised protein 	L. jordanis
CEE12068.1	AVR58_14505	8.33e-91	549	34.062	83	83	CEE12068.1 hypothetical protein BN1094_00597 	L. massiliensis
STX30220.1	AVR58_14505	2.17e-89	574	32.578	83	83	STX30220.1 Uncharacterised protein 	L. beliardensis
KTC98605.1	AVR58_14505	2.36e-89	624	32.853	87	87	KTC98605.1 hypothetical protein Lery_0769 	L. erythra
KTD36597.1	AVR58_14505	1.22e-88	547	34.552	84	84	KTD36597.1 hypothetical protein Lnau_1581 	L. nautarum
CEK09289.1	AVR58_14505	1.41e-84	449	39.866	65	65	CEK09289.1 membrane protein of unknown function 	L. hackeliae
WED42794.1	AVR58_14505	1.88e-82	632	32.120	86	86	WED42794.1 hypothetical protein PXX05_12955 	L. cardiaca
STX52905.1	AVR58_14505	6.68e-72	615	31.220	88	88	STX52905.1 Uncharacterised protein 	L. busanensis
VEG91687.1	AVR58_14505	5.75e-69	408	36.275	79	57	VEG91687.1 Uncharacterized conserved protein 	L. spiritensis
VEG91687.1	AVR58_14505	7.22e-27	148	42.568	79	23	VEG91687.1 Uncharacterized conserved protein 	L. spiritensis
STX27670.1	AVR58_14505	1.80e-23	418	26.555	64	64	STX27670.1 Uncharacterised protein 	L. beliardensis
STX30478.1	AVR58_14505	6.70e-21	274	30.292	41	41	STX30478.1 Uncharacterised protein 	L. birminghamensis
AOU47842.1	AVR58_14505	8.00e-21	282	31.206	44	44	AOU47842.1 hypothetical protein A9E85_00710 	L. pneumophila
CEG55678.1	AVR58_14505	1.00e-19	207	35.266	32	32	CEG55678.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
SNU94791.1	AVR58_14505	1.22e-19	361	28.532	55	55	SNU94791.1 Uncharacterised protein 	L. waltersii
KTC87016.1	AVR58_14505	1.43e-19	260	29.615	40	40	KTC87016.1 hypothetical protein Lbru_0245 	L. brunensis
WED42708.1	AVR58_14505	3.89e-19	266	30.827	40	40	WED42708.1 hypothetical protein PXX05_12505 	L. cardiaca
AUH71158.1	AVR58_14505	1.24e-18	272	30.147	42	42	AUH71158.1 hypothetical protein CAB17_03090 	L. sainthelensi
KTD52241.1	AVR58_14505	2.67e-18	327	29.969	50	50	KTD52241.1 hypothetical protein Lqui_1085 	L. quinlivanii
SNV44584.1	AVR58_14505	5.45e-18	279	32.258	42	42	SNV44584.1 Uncharacterised protein 	L. lansingensis
QDP71391.1	AVR58_14505	8.20e-18	235	31.064	37	37	QDP71391.1 hypothetical protein FOG18_01755 	L. israelensis
KTD62644.1	AVR58_14505	2.74e-17	177	32.203	26	26	KTD62644.1 hypothetical protein Lsan_1781 	L. santicrucis
SFL64141.1	AVR58_14505	3.56e-17	264	30.682	40	40	SFL64141.1 hypothetical protein SAMN02746073_1241 	L. jamestowniensis DSM 19215
RUR09709.1	AVR58_14505	6.57e-17	223	33.184	34	34	RUR09709.1 hypothetical protein ELY14_07865 	L. septentrionalis
STX36630.1	AVR58_14505	9.17e-17	174	32.759	26	26	STX36630.1 Uncharacterised protein 	L. cincinnatiensis
KTD38168.1	AVR58_14505	1.71e-16	211	28.910	32	32	KTD38168.1 hypothetical protein Loak_1844 	L. oakridgensis
STX50134.1	AVR58_14505	1.94e-16	394	26.650	60	60	STX50134.1 Uncharacterised protein 	L. busanensis
STX46373.1	AVR58_14505	2.21e-16	151	33.775	23	23	STX46373.1 Uncharacterised protein 	L. gratiana
MCL9684441.1	AVR58_14505	2.22e-16	240	31.667	37	37	MCL9684441.1 hypothetical protein LOX96_10080 	L. sp. HCPI-6
CEK09380.1	AVR58_14505	4.73e-16	273	29.670	42	42	CEK09380.1 conserved membrane protein of unknown function 	L. hackeliae
CBJ13720.1	AVR58_14505	7.48e-16	103	39.806	16	16	CBJ13720.1 hypothetical protein LLO_3260 	L. longbeachae NSW150
ASQ44581.1	AVR58_14505	7.70e-16	451	24.390	64	64	ASQ44581.1 hypothetical protein clem_00070 	L. clemsonensis
KTD62414.1	AVR58_14505	1.31e-15	217	30.415	33	33	KTD62414.1 hypothetical protein Lsha_1114 	L. shakespearei DSM 23087
CEG62214.1	AVR58_14505	2.80e-15	271	27.306	41	41	CEG62214.1 conserved membrane protein of unknown function 	L. micdadei
STO35510.1	AVR58_14505	3.70e-15	215	30.698	33	33	STO35510.1 Uncharacterised protein 	L. bozemanae
STX77956.1	AVR58_14505	4.17e-15	213	30.986	33	33	STX77956.1 Uncharacterised protein 	L. parisiensis
AWN73025.1	AVR58_14505	1.16e-14	150	37.333	23	23	AWN73025.1 hypothetical protein DLD14_03760 	L. anisa
SUO98730.1	AVR58_14505	1.76e-14	325	24.000	50	50	SUO98730.1 Uncharacterised protein 	L. maceachernii
KTC64819.1	AVR58_14505	2.40e-14	208	30.288	32	32	KTC64819.1 coiled-coil protein 	L. adelaidensis
STX61253.1	AVR58_14505	3.31e-14	211	31.754	32	32	STX61253.1 Uncharacterised protein 	L. moravica
STY31519.1	AVR58_14505	3.39e-14	218	27.982	30	30	STY31519.1 Uncharacterised protein 	L. wadsworthii
USQ13956.1	AVR58_14505	3.51e-14	270	24.815	42	42	USQ13956.1 hypothetical protein J2N86_00975 	L. lytica
KTC64683.1	AVR58_14505	8.01e-14	268	28.358	41	41	KTC64683.1 hypothetical protein Lade_1977 	L. adelaidensis
ASQ47290.1	AVR58_14505	1.14e-13	223	31.839	34	34	ASQ47290.1 hypothetical protein clem_13815 	L. clemsonensis
STX30242.1	AVR58_14505	2.74e-13	305	25.246	44	44	STX30242.1 coiled-coil protein 	L. beliardensis
SNV58784.1	AVR58_14505	4.33e-13	210	25.238	29	29	SNV58784.1 coiled-coil protein 	L. lansingensis
STY24466.1	AVR58_14505	4.38e-13	104	35.577	16	16	STY24466.1 Uncharacterised protein 	L. steigerwaltii
MBL7481419.1	AVR58_14505	5.70e-13	214	31.776	33	33	MBL7481419.1 hypothetical protein IZU94_15770 	L. sp. 27fs60
BCA93894.1	AVR58_14505	5.73e-13	237	26.160	37	37	BCA93894.1 hypothetical protein TUM19329_02550 	L. antarctica
STX44487.1	AVR58_14505	7.96e-13	220	31.818	34	34	STX44487.1 Uncharacterised protein 	L. donaldsonii
CEE12078.1	AVR58_14505	8.66e-13	264	25.758	41	41	CEE12078.1 hypothetical protein BN1094_00607 	L. massiliensis
STY16373.1	AVR58_14505	9.12e-13	222	30.180	34	34	STY16373.1 Uncharacterised protein 	L. quateirensis
STY24828.1	AVR58_14505	2.84e-12	276	26.087	43	43	STY24828.1 Uncharacterised protein 	L. taurinensis
EHL31878.1	AVR58_14505	5.11e-12	76	42.105	12	12	EHL31878.1 hypothetical protein LDG_6044 	L. drancourtii LLAP12
AYK03089.1	AVR58_14505	5.80e-12	279	24.014	42	42	AYK03089.1 hypothetical protein CAB17_04295 	L. sainthelensi
KTD69303.1	AVR58_14505	7.10e-12	246	26.829	38	38	KTD69303.1 hypothetical protein Lste_2461 	L. steelei
CBJ13908.1	AVR58_14505	7.49e-12	260	26.154	38	38	CBJ13908.1 hypothetical protein LLO_3444 	L. longbeachae NSW150
STX46574.1	AVR58_14505	9.65e-12	279	24.014	42	42	STX46574.1 coiled-coil protein 	L. gratiana
CEK12243.1	AVR58_14505	1.14e-11	358	23.184	53	53	CEK12243.1 conserved membrane protein of unknown function 	L. hackeliae
VEG91584.1	AVR58_14505	1.23e-11	297	24.242	44	44	VEG91584.1 coiled-coil protein 	L. spiritensis
QBS12463.1	AVR58_14505	1.53e-11	125	36.000	19	19	QBS12463.1 hypothetical protein E4T54_06710 	L. geestiana
STX78120.1	AVR58_14505	1.72e-11	327	25.994	48	48	STX78120.1 coiled-coil protein 	L. parisiensis
KTD51988.1	AVR58_14505	1.80e-11	273	24.542	40	40	KTD51988.1 coiled-coil protein 	L. quinlivanii
VEH11355.1	AVR58_14505	1.82e-11	217	30.415	34	34	VEH11355.1 Uncharacterised protein 	L. jordanis
QBS12326.1	AVR58_14505	2.02e-11	371	23.181	56	56	QBS12326.1 hypothetical protein E4T54_05970 	L. geestiana
STX39877.1	AVR58_14505	2.26e-11	260	24.615	38	38	STX39877.1 coiled-coil protein 	L. feeleii
RUR21664.1	AVR58_14505	4.30e-11	137	30.657	20	20	RUR21664.1 hypothetical protein ELY20_11955 	L. qingyii
STX52926.1	AVR58_14505	6.85e-11	319	25.705	46	46	STX52926.1 coiled-coil protein 	L. busanensis
KTD33831.1	AVR58_14505	8.08e-11	270	24.444	41	41	KTD33831.1 hypothetical protein Lnau_2123 	L. nautarum
STX39028.1	AVR58_14505	1.04e-10	421	21.853	60	60	STX39028.1 coiled-coil protein 	L. feeleii
KTD38377.1	AVR58_14505	1.50e-10	314	25.159	47	47	KTD38377.1 coiled-coil protein 	L. oakridgensis
STO35678.1	AVR58_14505	1.51e-10	282	26.241	40	40	STO35678.1 Uncharacterised protein 	L. bozemanae
STX44922.1	AVR58_14505	2.03e-10	264	23.864	38	38	STX44922.1 coiled-coil protein 	L. donaldsonii
STX36849.1	AVR58_14505	2.26e-10	282	25.887	42	42	STX36849.1 coiled-coil protein 	L. cincinnatiensis
KTD53575.1	AVR58_14505	2.66e-10	282	25.532	42	42	KTD53575.1 coiled-coil protein 	L. santicrucis
STX39725.1	AVR58_14505	3.40e-10	141	31.915	20	20	STX39725.1 Uncharacterised protein 	L. feeleii
STX40743.1	AVR58_14505	3.49e-10	416	21.154	60	60	STX40743.1 coiled-coil protein 	L. donaldsonii
STY24638.1	AVR58_14505	4.41e-10	259	25.869	38	38	STY24638.1 coiled-coil protein 	L. steigerwaltii
KTC84964.1	AVR58_14505	5.09e-10	387	22.481	57	57	KTC84964.1 coiled-coil protein 	L. brunensis
STX94317.1	AVR58_14505	6.69e-10	210	26.667	32	32	STX94317.1 Uncharacterised protein 	L. londiniensis
STX94367.1	AVR58_14505	6.87e-10	237	28.692	36	36	STX94367.1 coiled-coil protein 	L. londiniensis
WED42928.1	AVR58_14505	9.57e-10	319	22.571	47	47	WED42928.1 hypothetical protein PXX05_13650 	L. cardiaca
SFL61060.1	AVR58_14505	1.88e-09	361	23.823	53	53	SFL61060.1 hypothetical protein SAMN02746073_1027 	L. jamestowniensis DSM 19215
QDP71485.1	AVR58_14505	2.30e-09	357	26.050	50	50	QDP71485.1 hypothetical protein FOG18_02285 	L. israelensis
KTC94636.1	AVR58_14505	2.42e-09	305	23.279	45	45	KTC94636.1 coiled-coil protein 	L. erythra
VEH14029.1	AVR58_14505	3.02e-09	299	26.087	44	44	VEH14029.1 coiled-coil protein 	L. jordanis
EHL32543.1	AVR58_14505	3.36e-09	296	23.649	44	44	EHL32543.1 hypothetical protein LDG_5502 	L. drancourtii LLAP12
STX36984.1	AVR58_14505	5.39e-09	250	22.000	35	35	STX36984.1 coiled-coil protein 	L. feeleii
VEG91750.1	AVR58_14505	1.48e-08	275	25.818	42	42	VEG91750.1 Uncharacterised protein 	L. spiritensis
STX45099.1	AVR58_14505	3.30e-08	267	23.596	39	39	STX45099.1 coiled-coil protein 	L. donaldsonii
KTD69459.1	AVR58_14505	3.48e-08	273	25.641	41	41	KTD69459.1 coiled-coil protein 	L. steelei
STY27487.1	AVR58_14505	4.23e-08	224	23.661	30	30	STY27487.1 coiled-coil protein 	L. taurinensis
STX40035.1	AVR58_14505	4.36e-08	327	23.547	49	49	STX40035.1 coiled-coil protein 	L. feeleii
STX40394.1	AVR58_14505	4.58e-08	202	22.772	28	28	STX40394.1 coiled-coil protein 	L. donaldsonii
SNV43646.1	AVR58_14505	1.46e-07	279	22.581	41	41	SNV43646.1 coiled-coil protein 	L. lansingensis
STY31831.1	AVR58_14505	1.81e-07	282	25.177	42	42	STY31831.1 coiled-coil protein 	L. wadsworthii
STY32081.1	AVR58_14505	3.64e-07	100	32.000	16	16	STY32081.1 Uncharacterised protein 	L. worsleiensis
CEE11909.1	AVR58_14505	5.34e-07	251	21.912	37	37	CEE11909.1 hypothetical protein BN1094_00437 	L. massiliensis
